2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
161960,81954,1228445,123295,12400920,603315,583295,662845,69085,3473090,750700,301640,111340,2220005,361570,159494,218050,147895,381860,93615,621850,1115005,780744,389460,95090,263840,43897,125023,427280,95675,2001035,616225,4962320,602870,37620,647715,237900,388059,971815,196170,195950,45040,256090,6009775,252640,33760,734455,770299,45535,368370,29084,46951199
