2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
3989795,496980,3523485,2368450,19014875,3402265,2600600,449240,662845,11569740,6843040,832225,1084915,9326785,5295735,2578475,2281705,3627755,3771005,1110200,4322330,4838680,8487400,4201505,2545930,4961740,803030,1469045,1425750,1064250,5854580,1072945,12786190,6909650,565130,9951475,2977185,2810655,10583055,788560,3552240,658245,5059405,13230765,1770625,540765,5884075,4730510,1661035,4653360,433325,215423555
